"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"International travellers entering or returning to Canada, by type of transportation and traveller type","24100053",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2410005301",1,"CURRENT - a cube available to the public and that is current","Monthly","1972-01-01","2024-11-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Traveller characteristics",,""
"3","Traveller type",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","St. Stephen - ferry and other locations","","46","37","",,
"1","River Valley","","47","33","",,
"1","Andover","","48","47","",,
"1","Bloomfield","","49","47","",,
"1","Centreville","","50","47","",,
"1","Clair","","51","47","",,
"1","Edmundston","","52","47","",,
"1","Forest City","","53","47","",,
"1","Fosterville","","54","47","",,
"1","Four Falls","","55","47","",,
"1","Fredericton","","56","47","",,
"1","Gillespie","","57","47","",,
"1","Grand Falls/Grand-Sault","","58","47","",,
"1","River de Chute","","59","47","",,
"1","St. Leonard","","60","47","",,
"1","Woodstock","","61","47","",,
"1","Quebec","[24]","62","1","",,
"1","Abitibi-Temiscamingue","","63","62","",,
"1","Val d'Or/Rouyn-Noranda","","64","63","t",,
"1","Cote-Nord","","65","62","",,
"1","Baie-Comeau","","66","65","",,
"1","Sept-Iles","","67","65","",,
"1","Eastern Townships","","68","62","",,
"1","Abercorn","","69","68","",,
"1","Chartierville","","70","68","",,
"1","East Hereford","","71","68","",,
"1","East Pinnacle","","72","68","",,
"1","Frelighsburg","","73","68","",,
"1","Glen Sutton","","74","68","",,
"1","Granby","","75","68","",,
"1","Hereford Road","","76","68","",,
"1","Highwater","","77","68","",,
"1","Morses Line","","78","68","",,
"1","Sherbrooke","","79","68","",,
"1","Stanhope","","80","68","",,
"1","Stanstead (Beebe): Route 247","","81","68","",,
"1","Stanstead: Route 143","","82","68","",,
"1","Stanstead: Route 55","","83","68","",,
"1","St-Armand/Philipsburg","","84","68","",,
"1","Woburn/Lac-Megantic","","85","68","",,
"1","Gaspe Peninsula/Iles-de-la-Madeleine","","86","62","",,
"1","Cap-Aux-Meules","","87","86","",,
"1","Gaspe/Rimouski","","88","86","",,
"1","Laurentides","","89","62","",,
"1","Mirabel","","90","89","",,
"1","Mont Tremblant","","91","89","",,
"1","Mauricie/Centre-du-Quebec","","92","62","",,
"1","Drummondville","","93","92","",,
"1","Trois-Rivieres","","94","92","",,
"1","Monteregie","","95","62","",,
"1","Clarenceville","","96","95","",,
"1","Covey Hill","","97","95","",,
"1","Dundee","","98","95","",,
"1","Franklin","","99","95","t",,
"1","Hemmingford","","100","95","",,
"1","Herdman","","101","95","",,
"1","Jamieson Line","","102","95","t",,
"1","Lacolle: Route 221","","103","95","",,
"1","Lacolle: Route 223","","104","95","",,
"1","Noyan","","105","95","",,
"1","Quai Richelieu","","106","95","",,
"1","Sorel","","107","95","",,
"1","St-Bernard-de-Lacolle: Highway 15","","108","95","",,
"1","St-Hubert","","109","95","",,
"1","Trout River","","110","95","",,
"1","Valleyfield","","111","95","t",,
"1","Montreal Area","","112","62","",,
"1","Montreal","","113","112","",,
"1","Quebec/Chaudiere-Appalaches","","114","62","",,
"1","Armstrong","","115","114","",,
"1","Pohenegamook","","116","114","",,
"1","Quebec City","","117","114","",,
"1","Ste-Aurelie","","118","114","",,
"1","St-Just-de-Bretenieres","","119","114","",,
"1","St-Pamphile","","120","114","",,
"1","St-Zacharie","","121","114","",,
"1","Saguenay - Lac-Saint-Jean","","122","62","",,
"1","Saguenay","","123","122","",,
"1","Ontario","[35]","124","1","",,
"1","Algonquin Park, Almaguin Highlands, Muskoka, and Parry Sound","","125","124","",,
"1","Bracebridge","","126","125","",,
"1","Bruce Peninsula, Southern Georgian Bay, and Lake Simcoe","","127","124","",,
"1","Barrie/Collingwood/Orillia","","128","127","",,
"1","Midland","","129","127","",,
"1","Owen Sound","","130","127","",,
"1","Greater Toronto Area","","131","124","",,
"1","Newmarket","","132","131","",,
"1","Oshawa","","133","131","",,
"1","Toronto - Billy Bishop Toronto City Airport","","134","131","",,
"1","Toronto - other locations","","135","131","",,
"1","Toronto Pearson International Airport","","136","131","",,
"1","Hamilton, Halton, and Brant","","137","124","",,
"1","Brantford","","138","137","",,
"1","Hamilton","","139","137","",,
"1","Huron, Perth, Waterloo, and Wellington","","140","124","",,
"1","Goderich","","141","140","",,
"1","Kitchener/Waterloo/Cambridge","","142","140","",,
"1","Stratford","","143","140","",,
"1","Niagara Area","","144","124","",,
"1","Fort Erie","","145","144","",,
"1","Niagara Falls - Queenston Bridge","","146","144","",,
"1","Niagara Falls - Rainbow Bridge","","147","144","",,
"1","Niagara Falls - Whirlpool Bridge","","148","144","",,
"1","Niagara/St. Catharines - other locations","","149","144","",,
"1","Port Colborne","","150","144","",,
"1","Northeastern Ontario","","151","124","",,
"1","Manitoulin Island","","152","151","",,
"1","North Bay","","153","151","",,
"1","Sault Ste. Marie","","154","151","",,
"1","Sudbury","","155","151","",,
"1","Timmins","","156","151","t",,
"1","Northwestern Ontario","","157","124","",,
"1","Cyclone Island","","158","157","",,
"1","Fort Frances","","159","157","",,
"1","Kenora","","160","157","",,
"1","Pigeon River","","161","157","",,
"1","Quetico-Superior Country","","162","157","t",,
"1","Rainy River","","163","157","",,
"1","Sand Point Lake","","164","157","",,
"1","Thunder Bay","","165","157","",,
"1","Southeastern Ontario","","166","124","",,
"1","Belleville","","167","166","",,
"1","Brockville","","168","166","",,
"1","Cornwall","","169","166","",,
"1","Gananoque","","170","166","",,
"1","Kingston","","171","166","",,
"1","Lansdowne","","172","166","",,
"1","Ottawa","","173","166","",,
"1","Peterborough","","174","166","",,
"1","Point Alexandria (Wolfe Island)","","175","166","",,
"1","Prescott","","176","166","",,
"1","Trenton","","177","166","",,
"1","Southwestern Ontario","","178","124","",,
"1","Chatham","","179","178","",,
"1","London","","180","178","",,
"1","Pelee Island","","181","178","",,
"1","Sarnia","","182","178","",,
"1","Simcoe/Nanticoke","","183","178","",,
"1","Sombra","","184","178","t",,
"1","St. Thomas","","185","178","",,
"1","Walpole Island","","186","178","",,
"1","Windsor","","187","178","",,
"1","Manitoba","[46]","188","1","",,
"1","Eastern Manitoba","","189","188","",,
"1","Piney","","190","189","",,
"1","South Junction","","191","189","",,
"1","Sprague","","192","189","",,
"1","Tolstoi","","193","189","",,
"1","Northern Manitoba","","194","188","",,
"1","Churchill","","195","194","",,
"1","Pembina Valley","","196","188","",,
"1","Cartwright","","197","196","",,
"1","Crystal City","","198","196","",,
"1","Emerson","","199","196","",,
"1","Gretna","","200","196","",,
"1","Snowflake","","201","196","",,
"1","Windygates","","202","196","",,
"1","Winkler","","203","196","",,
"1","Western Manitoba","","204","188","",,
"1","Boissevain","","205","204","",,
"1","Brandon","","206","204","",,
"1","Coulter","","207","204","",,
"1","Goodlands","","208","204","",,
"1","Lena","","209","204","",,
"1","Lyleton","","210","204","",,
"1","Winnipeg Area","","211","188","",,
"1","Winnipeg","","212","211","",,
"1","Saskatchewan","[47]","213","1","",,
"1","Southeastern Saskatchewan","","214","213","",,
"1","Carievale","","215","214","",,
"1","Estevan","","216","214","",,
"1","North Portal","","217","214","",,
"1","Northgate","","218","214","",,
"1","Oungre","","219","214","",,
"1","Regina","","220","214","",,
"1","Regway","","221","214","",,
"1","Torquay","","222","214","",,
"1","Southwestern Saskatchewan","","223","213","",,
"1","Big Beaver","","224","223","t",,
"1","Climax","","225","223","",,
"1","Coronach","","226","223","",,
"1","Monchy","","227","223","",,
"1","West Poplar River","","228","223","",,
"1","Willow Creek","","229","223","",,
"1","West Central Saskatchewan","","230","213","",,
"1","Saskatoon","","231","230","",,
"1","Alberta","[48]","232","1","",,
"1","Calgary Area","","233","232","",,
"1","Calgary","","234","233","",,
"1","Central and Northern Alberta","","235","232","",,
"1","Edmonton","","236","235","",,
"1","Fort McMurray","","237","235","t",,
"1","Southern Alberta","","238","232","",,
"1","Aden","","239","238","",,
"1","Carway","","240","238","",,
"1","Chief Mountain","","241","238","",,
"1","Coutts","","242","238","",,
"1","Del Bonita","","243","238","",,
"1","Lethbridge","","244","238","",,
"1","Wild Horse","","245","238","",,
"1","British Columbia","[59]","246","1","",,
"1","Kootenay Rockies","","247","246","",,
"1","Cranbrook","","248","247","",,
"1","Kingsgate","","249","247","",,
"1","Nelway","","250","247","",,
"1","Paterson","","251","247","",,
"1","Roosville","","252","247","",,
"1","Rykerts","","253","247","",,
"1","Waneta","","254","247","",,
"1","Northern British Columbia","","255","246","",,
"1","Kitimat","","256","255","",,
"1","Prince George","","257","255","",,
"1","Prince Rupert","","258","255","",,
"1","Stewart","","259","255","",,
"1","Thompson Okanagan","","260","246","",,
"1","Carson","","261","260","",,
"1","Cascade","","262","260","",,
"1","Chopaka","","263","260","",,
"1","Kamloops","","264","260","",,
"1","Kelowna","","265","260","",,
"1","Midway","","266","260","",,
"1","Osoyoos","","267","260","",,
"1","Penticton","","268","260","",,
"1","Vancouver Coast and Mountains","","269","246","",,
"1","Abbotsford/Huntingdon","","270","269","",,
"1","Aldergrove","","271","269","",,
"1","Boundary Bay","","272","269","",,
"1","Douglas","","273","269","",,
"1","Pacific Highway","","274","269","",,
"1","Powell River","","275","269","t",,
"1","Vancouver","","276","269","",,
"1","Vancouver Island","","277","246","",,
"1","Bedwell Harbour","","278","277","",,
"1","Campbell River","","279","277","",,
"1","Courtenay/Comox","","280","277","",,
"1","Nanaimo","","281","277","",,
"1","Sidney","","282","277","",,
"1","Victoria - other locations","","283","277","",,
"1","Victoria International Airport","","284","277","",,
"1","Yukon","[60]","285","1","",,
"1","Northern Yukon","","286","285","",,
"1","Beaver Creek","","287","286","",,
"1","Dawson","","288","286","",,
"1","Little Gold Creek","","289","286","",,
"1","Old Crow","","290","286","",,
"1","Southern Yukon/Klondike","","291","285","",,
"1","Fraser","","292","291","",,
"1","Pleasant Camp","","293","291","",,
"1","Whitehorse","","294","291","",,
"1","Northwest Territories","[61]","295","1","",,
"1","Northwest Territories Area","","296","295","",,
"1","Inuvik/Tuktoyaktuk","","297","296","",,
"1","Yellowknife","","298","296","",,
"1","Nunavut","[62]","299","1","",,
"1","Nunavut Area","","300","299","",,
"1","Iqaluit","","301","300","",,
"1","Pond Inlet","","302","300","",,
"2","International travellers entering or returning to Canada","","1","","",,
"2","Non-resident visitors entering Canada","","2","1","",,
"2","United States of America residents entering Canada","","3","2","",2;14,
"2","United States of America residents, air","","4","3","",14,
"2","United States of America residents, air, commercial aircraft","","5","4","",3,
"2","United States of America residents, air, private aircraft","","6","4","",,
"2","United States of America residents, land","","7","3","",2;4,
"2","United States of America residents, land, automobile","","8","7","",4;5;15,
"2","United States of America residents, land, motorcycle","","9","7","",6;15,
"2","United States of America residents, land, bus","","10","7","",2;5;15,
"2","United States of America residents, land, train","","11","7","",,
"2","United States of America residents, land, pedestrian","","12","7","",4,
"2","United States of America residents, land, other land vehicle","","13","7","",6,
"2","United States of America residents, water","","14","3","",4,
"2","United States of America residents, water, cruise ship or other commercial boat","","15","14","",7,
"2","United States of America residents, water, ferry","","16","14","",4,
"2","United States of America residents, water, private boat","","17","14","",,
"2","Residents of countries other than the United States of America entering Canada","","18","2","",2;14,
"2","Residents of countries other than the United States of America, air","","19","18","",14,
"2","Residents of countries other than the United States of America, air, commercial aircraft","","20","19","",3,
"2","Residents of countries other than the United States of America, air, commercial aircraft, direct","","21","20","",3,
"2","Residents of countries other than the United States of America, air, commercial aircraft, via the United States of America","","22","20","",3,
"2","Residents of countries other than the United States of America, air, private aircraft","","23","19","",,
"2","Residents of countries other than the United States of America, air, private aircraft, direct","","24","23","",,
"2","Residents of countries other than the United States of America, air, private aircraft, via the United States of America","","25","23","",,
"2","Residents of countries other than the United States of America, land","","26","18","",2;4;13,
"2","Residents of countries other than the United States of America, land, automobile","","27","26","",4;5;11;15,
"2","Residents of countries other than the United States of America, land, motorcycle","","28","26","",6;11;15,
"2","Residents of countries other than the United States of America, land, bus","","29","26","",2;5;11;15,
"2","Residents of countries other than the United States of America, land, train","","30","26","",11,
"2","Residents of countries other than the United States of America, land, pedestrian","","31","26","",4;11,
"2","Residents of countries other than the United States of America, land, other land vehicle","","32","26","",6;11,
"2","Residents of countries other than the United States of America, land, vehicle type not available","","92","26","",11;13,
"2","Residents of countries other than the United States of America, water","","33","18","",4,
"2","Residents of countries other than the United States of America, water, cruise ship or other commercial boat","","34","33","",7,
"2","Residents of countries other than the United States of America, water, cruise ship or other commercial boat, direct","","35","34","",7,
"2","Residents of countries other than the United States of America, water, cruise ship or other commercial boat, via the United States of America","","36","34","",7,
"2","Residents of countries other than the United States of America, water, ferry","","37","33","",4,
"2","Residents of countries other than the United States of America, water, ferry, direct","","93","37","",4,
"2","Residents of countries other than the United States of America, water, ferry, via the United States of America","","94","37","",4,
"2","Residents of countries other than the United States of America, water, private boat","","38","33","",,
"2","Residents of countries other than the United States of America, water, private boat, direct","","39","38","",,
"2","Residents of countries other than the United States of America, water, private boat, via the United States of America","","40","38","",,
"2","Canadian-resident visitors returning to Canada","","41","1","",9,
"2","Canadian residents returning from the United States of America","","42","41","",2;14,
"2","Canadian residents returning from the United States of America, air","","43","42","",14,
"2","Canadian residents returning from the United States of America, air, commercial aircraft","","44","43","",3,
"2","Canadian residents returning from the United States of America, air, private aircraft","","45","43","",,
"2","Canadian residents returning from the United States of America, land","","46","42","",2;4,
"2","Canadian residents returning from the United States of America, land, automobile","","47","46","",4;5;15,
"2","Canadian residents returning from the United States of America, land, motorcycle","","48","46","",6;15,
"2","Canadian residents returning from the United States of America, land, bus","","49","46","",2;5;15,
"2","Canadian residents returning from the United States of America, land, train","","50","46","",,
"2","Canadian residents returning from the United States of America, land, pedestrian","","51","46","",4,
"2","Canadian residents returning from the United States of America, land, other land vehicle","","52","46","",6,
"2","Canadian residents returning from the United States of America, water","","53","42","",4,
"2","Canadian residents returning from the United States of America, water, cruise ship or other commercial boat","","54","53","",7,
"2","Canadian residents returning from the United States of America, water, ferry","","55","53","",4,
"2","Canadian residents returning from the United States of America, water, private boat","","56","53","",,
"2","Canadian residents returning from countries other than the United States of America","","57","41","",2;14,
"2","Canadian residents returning from countries other than the United States of America, air","","58","57","",14,
"2","Canadian residents returning from countries other than the United States of America, air, commercial aircraft","","59","58","",3,
"2","Canadian residents returning from countries other than the United States of America, air, commercial aircraft, direct","","60","59","",3,
"2","Canadian residents returning from countries other than the United States of America, air, commercial aircraft, via the United States of America","","61","59","",3,
"2","Canadian residents returning from countries other than the United States of America, air, private aircraft","","62","58","",,
"2","Canadian residents returning from countries other than the United States of America, air, private aircraft, direct","","63","62","",,
"2","Canadian residents returning from countries other than the United States of America, air, private aircraft, via the United States of America","","64","62","",,
"2","Canadian residents returning from countries other than the United States of America, land","","65","57","",2;4,
"2","Canadian residents returning from countries other than the United States of America, water","","66","57","",4,
"2","Canadian residents returning from countries other than the United States of America, water, cruise ship or other commercial boat","","67","66","",7,
"2","Canadian residents returning from countries other than the United States of America, water, cruise ship or other commercial boat, direct","","68","67","",7,
"2","Canadian residents returning from countries other than the United States of America, water, cruise ship or other commercial boat, via the United States of America","","69","67","",7,
"2","Canadian residents returning from countries other than the United States of America, water, ferry","","70","66","",4,
"2","Canadian residents returning from countries other than the United States of America, ferry, direct","","95","70","",4,
"2","Canadian residents returning from countries other than the United States of America, ferry, via the United States of America","","96","70","",4,
"2","Canadian residents returning from countries other than the United States of America, water, private boat","","71","66","",,
"2","Canadian residents returning from countries other than the United States of America, water, private boat, direct","","72","71","",,
"2","Canadian residents returning from countries other than the United States of America, water, private boat, via the United States of America","","73","71","",,
"2","Other travellers entering or returning to Canada","","74","1","",9;14;16,
"2","Crew entering or returning to Canada","","75","74","",2;13,
"2","Crew, United States of America residents entering Canada","","76","75","",2,
"2","Crew, United States of America residents, air","","77","76","",,
"2","Crew, United States of America residents, land, truck","","78","76","",,
"2","Crew, United States of America residents, land, other","","79","76","",2,
"2","Crew, United States of America residents, water","","80","76","",,
"2","Crew, residents of countries other than the United States of America entering Canada","","81","75","",2;13,
"2","Crew, residents of countries other than the United States of America, air","","82","81","",,
"2","Crew, residents of countries other than the United States of America, land, truck","","83","81","",13,
"2","Crew, residents of countries other than the United States of America, land, other","","84","81","",2;13,
"2","Crew, residents of countries other than the United States of America, water","","85","81","",,
"2","Crew, Canadian residents returning to Canada","","86","75","",2,
"2","Crew, Canadian residents, air","","87","86","",,
"2","Crew, Canadian residents, land, truck","","88","86","",,
"2","Crew, Canadian residents, land, other","","89","86","",2,
"2","Crew, Canadian residents, water","","90","86","",,
"2","Other non-tourism related purposes","","91","74","",12;14;16,
"3","Travellers","","1","","",,
"3","Excursionists (same-day)","","2","1","",8;10,
"3","Tourists (overnight)","","3","1","",8;10,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"5005","Frontier Counts"

"Subject Code","Subject Name"
"24","Travel and tourism"

"Note ID",Note
1,"Throughout the existence of the Tourism Statistics Program, Statistics Canada introduced changes to improve the quality of its data (for example, a new data source, a new estimation method). For further information on the methodology used by Frontier Counts or the changes implemented over time, users are advised to consult the <a href="https://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5005" rel="external noopener noreferrer" target="_blank">Frontier Counts (opens new window)</a> pages."
2,"As of January 2022, one passenger from each bus record is considered a crew member. Prior to 2022, there were no crew from bus travellers."
3,"In this table, "commercial aircraft" includes cargo aircrafts."
4,"As of January 2022, all ferry travellers are included in the water mode, in order to align with UN Tourism recommendations. Prior to 2022, most of these travellers were included in the land mode as either pedestrian or automobile travellers (the only exception was Fortune, in Newfoundland and Labrador)."
5,"As of January 2022, the maximum number of passengers allowed in an automobile before it is considered a bus is 8, in order to align with UN Tourism recommendations. Prior to 2022, the maximum was 10."
6,"Prior to 2022, the series for motorcycles also contained other land vehicles (for example, bicycles, snowmobiles, ATV). As of January 2022, there are separate series for motorcycles and other land vehicles."
7,"In this table, "cruise ship or other commercial boat" includes cargo ships."
8,"Prior to 2022, all residents of countries other than the United States of America entering by air or water were considered tourists (overnight visitors). As of January 2022, if these travellers are recorded as same-day, they will be published as excursionists."
9,"As of January 2022, non-resident travellers with a trip duration of 365 days or more are considered as "other travellers" (not as visitors). Prior to 2022, they were reclassified as Canadian-resident visitors."
10,"Prior to 2022, all Canadian residents returning from countries other than the United States of America were considered tourists (overnight visitors). As of January 2022, if these travellers are recorded as same-day, they will be published as excursionists."
11,"Prior to 2017, vehicle type for residents of countries other than the United States of America entering by land was not available. Starting in 2017, it was available for only one data source. As of January 2022, it is available for all data sources."
12,"In this table, "other non-tourism related purposes" includes work, immigration, military service, diplomats or members of consular staff."
13,"Prior to 2022, crew residing in countries other than the United States of America entering by land were considered tourists (overnight visitors). As of January 2022, they are considered as crew ("other travellers")."
14,"As of January 2022, travellers from Primary Inspection Kiosks (PIK) who declare their purpose of trip as work are classified as "other travellers" (not as visitors),  in order to align with UN Tourism recommendations. Prior to 2022, they were considered as visitors."
15,"Prior to 2022, an "other land vehicle" was reclassified as an automobile if there were more than 4 passengers and as a bus if there were more than 10 passengers. As of January 2022, it is no longer reclassified based on the number of passengers."
16,"Prior to 2022, land immigration data from the Immigration, Refugees and Citizenship Canada were added as “other travellers”. As of January 2022, as data from the Canada Border Services Agency already include persons immigrating to Canada by land (although they are not indicated specifically as immigrants), in order to avoid overestimating the number of arrivals in Canada, only data from CBSA is retained and those travellers are counted as visitors by default."

"Correction ID","Correction Date","Correction Note"
